era,set_name,abbreviation,group_id,productId,name,cleanName,number,rarity,cardType,hp,stage,subTypeName,marketPrice,lowPrice,midPrice,pokebulb_price
Scarlet & Violet,SV08: Surging Sparks,SSP,23651,589942,Exeggutor,Exeggutor,003/191,Uncommon,Grass,130,Stage 1,Normal,0.1,0.01,0.15,0.5
Scarlet & Violet,SV08: Surging Sparks,SSP,23651,589942,Exeggutor,Exeggutor,003/191,Uncommon,Grass,130,Stage 1,Reverse Holofoil,0.24,0.01,0.25,0.5
Scarlet & Violet,SV08: Surging Sparks,SSP,23651,589928,Durant ex - 004/191,Durant ex 004 191,004/191,Double Rare,Grass,190,Basic,Holofoil,0.67,0.19,0.8,1.0
Scarlet & Violet,SV08: Surging Sparks,SSP,23651,590039,Scatterbug,Scatterbug,005/191,Common,Grass,40,Basic,Normal,0.04,0.01,0.12,0.5
Scarlet & Violet,SV08: Surging Sparks,SSP,23651,590039,Scatterbug,Scatterbug,005/191,Common,Grass,40,Basic,Reverse Holofoil,0.14,0.01,0.18,0.5
Scarlet & Violet,SV08: Surging Sparks,SSP,23651,590061,Spewpa,Spewpa,006/191,Common,Grass,80,Stage 1,Normal,0.08,0.01,0.15,0.5
Scarlet & Violet,SV08: Surging Sparks,SSP,23651,590061,Spewpa,Spewpa,006/191,Common,Grass,80,Stage 1,Reverse Holofoil,0.13,0.01,0.16,0.5
Scarlet & Violet,SV08: Surging Sparks,SSP,23651,590089,Vivillon - 007/191,Vivillon 007 191,007/191,Uncommon,Grass,120,Stage 2,Normal,0.11,0.01,0.15,0.5
Scarlet & Violet,SV08: Surging Sparks,SSP,23651,590089,Vivillon - 007/191,Vivillon 007 191,007/191,Uncommon,Grass,120,Stage 2,Reverse Holofoil,0.3,0.05,0.29,0.5
Scarlet & Violet,SV08: Surging Sparks,SSP,23651,590009,Morelull,Morelull,008/191,Common,Grass,60,Basic,Normal,0.06,0.01,0.12,0.5
Scarlet & Violet,SV08: Surging Sparks,SSP,23651,590009,Morelull,Morelull,008/191,Common,Grass,60,Basic,Reverse Holofoil,0.17,0.01,0.2,0.5
Scarlet & Violet,SV08: Surging Sparks,SSP,23651,590045,Shiinotic - 009/191,Shiinotic 009 191,009/191,Uncommon,Grass,110,Stage 1,Normal,0.1,0.01,0.14,0.5
Scarlet & Violet,SV08: Surging Sparks,SSP,23651,590045,Shiinotic - 009/191,Shiinotic 009 191,009/191,Uncommon,Grass,110,Stage 1,Reverse Holofoil,0.22,0.04,0.24,0.5
Scarlet & Violet,SV08: Surging Sparks,SSP,23651,589917,Dhelmise,Dhelmise,010/191,Common,Grass,130,Basic,Normal,0.03,0.01,0.15,0.5
Scarlet & Violet,SV08: Surging Sparks,SSP,23651,589917,Dhelmise,Dhelmise,010/191,Common,Grass,130,Basic,Reverse Holofoil,0.14,0.01,0.2,0.5
Scarlet & Violet,SV08: Surging Sparks,SSP,23651,590099,Zarude,Zarude,011/191,Rare,Grass,120,Basic,Holofoil,0.06,0.01,0.16,0.5
Scarlet & Violet,SV08: Surging Sparks,SSP,23651,590099,Zarude,Zarude,011/191,Rare,Grass,120,Basic,Reverse Holofoil,0.25,0.05,0.26,0.5
Scarlet & Violet,SV08: Surging Sparks,SSP,23651,589886,Capsakid,Capsakid,012/191,Common,Grass,70,Basic,Normal,0.02,0.01,0.1,0.5
Scarlet & Violet,SV08: Surging Sparks,SSP,23651,589886,Capsakid,Capsakid,012/191,Common,Grass,70,Basic,Reverse Holofoil,0.14,0.01,0.17,0.5
Scarlet & Violet,SV08: Surging Sparks,SSP,23651,590035,Rellor,Rellor,013/191,Common,Grass,40,Basic,Normal,0.04,0.01,0.1,0.5
Scarlet & Violet,SV08: Surging Sparks,SSP,23651,590035,Rellor,Rellor,013/191,Common,Grass,40,Basic,Reverse Holofoil,0.16,0.01,0.18,0.5
Scarlet & Violet,SV08: Surging Sparks,SSP,23651,590033,Rabsca,Rabsca,014/191,Rare,Grass,70,Stage 1,Holofoil,0.1,0.01,0.15,0.5
Scarlet & Violet,SV08: Surging Sparks,SSP,23651,590033,Rabsca,Rabsca,014/191,Rare,Grass,70,Stage 1,Reverse Holofoil,0.21,0.02,0.23,0.5
Scarlet & Violet,SV08: Surging Sparks,SSP,23651,590095,Wo-Chien,Wo Chien,015/191,Uncommon,Grass,130,Basic,Normal,0.04,0.01,0.15,0.5
Scarlet & Violet,SV08: Surging Sparks,SSP,23651,590095,Wo-Chien,Wo Chien,015/191,Uncommon,Grass,130,Basic,Reverse Holofoil,0.22,0.01,0.25,0.5
Scarlet & Violet,SV08: Surging Sparks,SSP,23651,590092,Vulpix,Vulpix,016/191,Common,Fire,70,Basic,Normal,0.14,0.01,0.15,0.5
Scarlet & Violet,SV08: Surging Sparks,SSP,23651,590092,Vulpix,Vulpix,016/191,Common,Fire,70,Basic,Reverse Holofoil,0.27,0.01,0.25,0.5
Scarlet & Violet,SV08: Surging Sparks,SSP,23651,590010,Ninetales,Ninetales,017/191,Uncommon,Fire,120,Stage 1,Normal,0.11,0.01,0.15,0.5
Scarlet & Violet,SV08: Surging Sparks,SSP,23651,590010,Ninetales,Ninetales,017/191,Uncommon,Fire,120,Stage 1,Reverse Holofoil,0.3,0.1,0.32,0.5
Scarlet & Violet,SV08: Surging Sparks,SSP,23651,590014,Paldean Tauros - 018/191,Paldean Tauros 018 191,018/191,Uncommon,Fire,130,Basic,Normal,0.1,0.01,0.13,0.5
Scarlet & Violet,SV08: Surging Sparks,SSP,23651,590014,Paldean Tauros - 018/191,Paldean Tauros 018 191,018/191,Uncommon,Fire,130,Basic,Reverse Holofoil,0.27,0.02,0.25,0.5
Scarlet & Violet,SV08: Surging Sparks,SSP,23651,589964,Ho-Oh,Ho Oh,019/191,Uncommon,Fire,130,Basic,Normal,0.1,0.01,0.15,0.5
Scarlet & Violet,SV08: Surging Sparks,SSP,23651,589964,Ho-Oh,Ho Oh,019/191,Uncommon,Fire,130,Basic,Reverse Holofoil,0.28,0.03,0.29,0.5
Scarlet & Violet,SV08: Surging Sparks,SSP,23651,589887,Castform Sunny Form - 020/191,Castform Sunny Form 020 191,020/191,Common,Fire,70,Basic,Normal,0.08,0.01,0.15,0.5
Scarlet & Violet,SV08: Surging Sparks,SSP,23651,589887,Castform Sunny Form - 020/191,Castform Sunny Form 020 191,020/191,Common,Fire,70,Basic,Reverse Holofoil,0.18,0.01,0.2,0.5
Scarlet & Violet,SV08: Surging Sparks,SSP,23651,590087,Victini,Victini,021/191,Uncommon,Fire,70,Basic,Normal,0.17,0.01,0.19,0.5
Scarlet & Violet,SV08: Surging Sparks,SSP,23651,590087,Victini,Victini,021/191,Uncommon,Fire,70,Basic,Reverse Holofoil,0.3,0.1,0.3,0.5
Scarlet & Violet,SV08: Surging Sparks,SSP,23651,590020,Pansear,Pansear,022/191,Common,Fire,60,Basic,Normal,0.06,0.01,0.12,0.5
Scarlet & Violet,SV08: Surging Sparks,SSP,23651,590020,Pansear,Pansear,022/191,Common,Fire,60,Basic,Reverse Holofoil,0.15,0.02,0.2,0.5
Scarlet & Violet,SV08: Surging Sparks,SSP,23651,590049,Simisear,Simisear,023/191,Common,Fire,90,Stage 1,Normal,0.08,0.01,0.15,0.5
Scarlet & Violet,SV08: Surging Sparks,SSP,23651,590049,Simisear,Simisear,023/191,Common,Fire,90,Stage 1,Reverse Holofoil,0.15,0.01,0.18,0.5
Scarlet & Violet,SV08: Surging Sparks,SSP,23651,589981,Larvesta - 024/191,Larvesta 024 191,024/191,Common,Fire,70,Basic,Normal,0.04,0.01,0.1,0.5
Scarlet & Violet,SV08: Surging Sparks,SSP,23651,589981,Larvesta - 024/191,Larvesta 024 191,024/191,Common,Fire,70,Basic,Reverse Holofoil,0.12,0.01,0.17,0.5
Scarlet & Violet,SV08: Surging Sparks,SSP,23651,590091,Volcarona,Volcarona,025/191,Common,Fire,140,Stage 1,Normal,0.13,0.01,0.15,0.5
Scarlet & Violet,SV08: Surging Sparks,SSP,23651,590091,Volcarona,Volcarona,025/191,Common,Fire,140,Stage 1,Reverse Holofoil,0.16,0.02,0.18,0.5
Scarlet & Violet,SV08: Surging Sparks,SSP,23651,590012,Oricorio - 026/191,Oricorio 026 191,026/191,Common,Fire,90,Basic,Normal,0.03,0.01,0.12,0.5
Scarlet & Violet,SV08: Surging Sparks,SSP,23651,590012,Oricorio - 026/191,Oricorio 026 191,026/191,Common,Fire,90,Basic,Reverse Holofoil,0.2,0.01,0.2,0.5
Scarlet & Violet,SV08: Surging Sparks,SSP,23651,590050,Sizzlipede,Sizzlipede,027/191,Common,Fire,80,Basic,Normal,0.02,0.01,0.1,0.5
Scarlet & Violet,SV08: Surging Sparks,SSP,23651,590050,Sizzlipede,Sizzlipede,027/191,Common,Fire,80,Basic,Reverse Holofoil,0.17,0.01,0.19,0.5
Scarlet & Violet,SV08: Surging Sparks,SSP,23651,589889,Centiskorch,Centiskorch,028/191,Common,Fire,130,Stage 1,Normal,0.09,0.01,0.15,0.5
Scarlet & Violet,SV08: Surging Sparks,SSP,23651,589889,Centiskorch,Centiskorch,028/191,Common,Fire,130,Stage 1,Reverse Holofoil,0.15,0.01,0.18,0.5
Scarlet & Violet,SV08: Surging Sparks,SSP,23651,589952,Fuecoco,Fuecoco,029/191,Common,Fire,80,Basic,Normal,0.07,0.01,0.13,0.5
Scarlet & Violet,SV08: Surging Sparks,SSP,23651,589952,Fuecoco,Fuecoco,029/191,Common,Fire,80,Basic,Reverse Holofoil,0.2,0.02,0.2,0.5
Scarlet & Violet,SV08: Surging Sparks,SSP,23651,589908,Crocalor,Crocalor,030/191,Common,Fire,110,Stage 1,Normal,0.1,0.01,0.15,0.5
Scarlet & Violet,SV08: Surging Sparks,SSP,23651,589908,Crocalor,Crocalor,030/191,Common,Fire,110,Stage 1,Reverse Holofoil,0.18,0.01,0.2,0.5
Scarlet & Violet,SV08: Surging Sparks,SSP,23651,590053,Skeledirge,Skeledirge,031/191,Rare,Fire,180,Stage 2,Holofoil,0.15,0.01,0.18,0.5
Scarlet & Violet,SV08: Surging Sparks,SSP,23651,590053,Skeledirge,Skeledirge,031/191,Rare,Fire,180,Stage 2,Reverse Holofoil,0.19,0.05,0.24,0.5
Scarlet & Violet,SV08: Surging Sparks,SSP,23651,589896,Charcadet - 032/191,Charcadet 032 191,032/191,Common,Fire,70,Basic,Normal,0.17,0.01,0.2,0.5
Scarlet & Violet,SV08: Surging Sparks,SSP,23651,589896,Charcadet - 032/191,Charcadet 032 191,032/191,Common,Fire,70,Basic,Reverse Holofoil,0.17,0.03,0.22,0.5
Scarlet & Violet,SV08: Surging Sparks,SSP,23651,589897,Charcadet - 033/191,Charcadet 033 191,033/191,Common,Fire,80,Basic,Normal,0.09,0.01,0.15,0.5
Scarlet & Violet,SV08: Surging Sparks,SSP,23651,589897,Charcadet - 033/191,Charcadet 033 191,033/191,Common,Fire,80,Basic,Reverse Holofoil,0.13,0.01,0.18,0.5
Scarlet & Violet,SV08: Surging Sparks,SSP,23651,589870,Armarouge,Armarouge,034/191,Uncommon,Fire,140,Stage 1,Normal,0.04,0.01,0.15,0.5
Scarlet & Violet,SV08: Surging Sparks,SSP,23651,589870,Armarouge,Armarouge,034/191,Uncommon,Fire,140,Stage 1,Reverse Holofoil,0.25,0.05,0.27,0.5
Scarlet & Violet,SV08: Surging Sparks,SSP,23651,589890,Ceruledge - 035/191,Ceruledge 035 191,035/191,Uncommon,Fire,140,Stage 1,Normal,0.11,0.01,0.15,0.5
Scarlet & Violet,SV08: Surging Sparks,SSP,23651,589890,Ceruledge - 035/191,Ceruledge 035 191,035/191,Uncommon,Fire,140,Stage 1,Reverse Holofoil,0.26,0.02,0.26,0.5
Scarlet & Violet,SV08: Surging Sparks,SSP,23651,589892,Ceruledge ex,Ceruledge ex,036/191,Double Rare,Fire,270,Stage 1,Holofoil,1.5,0.69,1.87,2.0
Scarlet & Violet,SV08: Surging Sparks,SSP,23651,590040,Scovillain ex - 037/191,Scovillain ex 037 191,037/191,Double Rare,Fire,260,Stage 1,Holofoil,0.67,0.05,0.78,1.0
Scarlet & Violet,SV08: Surging Sparks,SSP,23651,589958,Gouging Fire,Gouging Fire,038/191,Rare,Fire,130,Basic,Holofoil,0.11,0.01,0.16,0.5
Scarlet & Violet,SV08: Surging Sparks,SSP,23651,589958,Gouging Fire,Gouging Fire,038/191,Rare,Fire,130,Basic,Reverse Holofoil,0.22,0.05,0.25,0.5
Scarlet & Violet,SV08: Surging Sparks,SSP,23651,590015,Paldean Tauros - 039/191,Paldean Tauros 039 191,039/191,Uncommon,Water,130,Basic,Normal,0.11,0.01,0.14,0.5
Scarlet & Violet,SV08: Surging Sparks,SSP,23651,590015,Paldean Tauros - 039/191,Paldean Tauros 039 191,039/191,Uncommon,Water,130,Basic,Reverse Holofoil,0.23,0.07,0.24,0.5
Scarlet & Violet,SV08: Surging Sparks,SSP,23651,589996,Mantine,Mantine,040/191,Common,Water,110,Basic,Normal,0.13,0.01,0.15,0.5
Scarlet & Violet,SV08: Surging Sparks,SSP,23651,589996,Mantine,Mantine,040/191,Common,Water,110,Basic,Reverse Holofoil,0.23,0.08,0.25,0.5
Scarlet & Violet,SV08: Surging Sparks,SSP,23651,589943,Feebas - 041/191,Feebas 041 191,041/191,Common,Water,30,Basic,Normal,0.14,0.01,0.15,0.5
Scarlet & Violet,SV08: Surging Sparks,SSP,23651,589943,Feebas - 041/191,Feebas 041 191,041/191,Common,Water,30,Basic,Reverse Holofoil,0.2,0.03,0.2,0.5
Scarlet & Violet,SV08: Surging Sparks,SSP,23651,590004,Milotic ex - 042/191,Milotic ex 042 191,042/191,Double Rare,Water,270,Stage 1,Holofoil,0.69,0.2,0.85,1.0
Scarlet & Violet,SV08: Surging Sparks,SSP,23651,590062,Spheal - 043/191,Spheal 043 191,043/191,Common,Water,70,Basic,Normal,0.09,0.01,0.15,0.5
Scarlet & Violet,SV08: Surging Sparks,SSP,23651,590062,Spheal - 043/191,Spheal 043 191,043/191,Common,Water,70,Basic,Reverse Holofoil,0.19,0.01,0.2,0.5
Scarlet & Violet,SV08: Surging Sparks,SSP,23651,590043,Sealeo,Sealeo,044/191,Common,Water,100,Stage 1,Normal,0.08,0.01,0.15,0.5
Scarlet & Violet,SV08: Surging Sparks,SSP,23651,590043,Sealeo,Sealeo,044/191,Common,Water,100,Stage 1,Reverse Holofoil,0.15,0.01,0.19,0.5
Scarlet & Violet,SV08: Surging Sparks,SSP,23651,590093,Walrein,Walrein,045/191,Uncommon,Water,170,Stage 2,Normal,0.04,0.01,0.13,0.5
Scarlet & Violet,SV08: Surging Sparks,SSP,23651,590093,Walrein,Walrein,045/191,Uncommon,Water,170,Stage 2,Reverse Holofoil,0.17,0.06,0.21,0.5
Scarlet & Violet,SV08: Surging Sparks,SSP,23651,590044,Shellos,Shellos,046/191,Common,Water,70,Basic,Normal,0.08,0.01,0.13,0.5
Scarlet & Violet,SV08: Surging Sparks,SSP,23651,590044,Shellos,Shellos,046/191,Common,Water,70,Basic,Reverse Holofoil,0.2,0.01,0.2,0.5
Scarlet & Violet,SV08: Surging Sparks,SSP,23651,589909,Cryogonal,Cryogonal,047/191,Common,Water,90,Basic,Normal,0.04,0.01,0.15,0.5
Scarlet & Violet,SV08: Surging Sparks,SSP,23651,589909,Cryogonal,Cryogonal,047/191,Common,Water,90,Basic,Reverse Holofoil,0.07,0.01,0.17,0.5
Scarlet & Violet,SV08: Surging Sparks,SSP,23651,589874,Black Kyurem ex - 048/191,Black Kyurem ex 048 191,048/191,Double Rare,Water,230,Basic,Holofoil,0.77,0.3,0.9,1.0
Scarlet & Violet,SV08: Surging Sparks,SSP,23651,589883,Bruxish - 049/191,Bruxish 049 191,049/191,Uncommon,Water,110,Basic,Normal,0.08,0.01,0.12,0.5
Scarlet & Violet,SV08: Surging Sparks,SSP,23651,589883,Bruxish - 049/191,Bruxish 049 191,049/191,Uncommon,Water,110,Basic,Reverse Holofoil,0.22,0.03,0.24,0.5
Scarlet & Violet,SV08: Surging Sparks,SSP,23651,590031,Quaxly,Quaxly,050/191,Common,Water,60,Basic,Normal,0.03,0.01,0.12,0.5
Scarlet & Violet,SV08: Surging Sparks,SSP,23651,590031,Quaxly,Quaxly,050/191,Common,Water,60,Basic,Reverse Holofoil,0.17,0.01,0.2,0.5
Scarlet & Violet,SV08: Surging Sparks,SSP,23651,590032,Quaxwell,Quaxwell,051/191,Common,Water,100,Stage 1,Normal,0.11,0.01,0.15,0.5
Scarlet & Violet,SV08: Surging Sparks,SSP,23651,590032,Quaxwell,Quaxwell,051/191,Common,Water,100,Stage 1,Reverse Holofoil,0.13,0.01,0.18,0.5
Scarlet & Violet,SV08: Surging Sparks,SSP,23651,590030,Quaquaval,Quaquaval,052/191,Uncommon,Water,170,Stage 2,Normal,0.07,0.01,0.14,0.5
Scarlet & Violet,SV08: Surging Sparks,SSP,23651,590030,Quaquaval,Quaquaval,052/191,Uncommon,Water,170,Stage 2,Reverse Holofoil,0.18,0.05,0.22,0.5
Scarlet & Violet,SV08: Surging Sparks,SSP,23651,589895,Cetoddle,Cetoddle,053/191,Common,Water,100,Basic,Normal,0.04,0.01,0.12,0.5
Scarlet & Violet,SV08: Surging Sparks,SSP,23651,589895,Cetoddle,Cetoddle,053/191,Common,Water,100,Basic,Reverse Holofoil,0.15,0.02,0.19,0.5
Scarlet & Violet,SV08: Surging Sparks,SSP,23651,589893,Cetitan - 054/191,Cetitan 054 191,054/191,Common,Water,180,Stage 1,Normal,0.04,0.01,0.13,0.5
Scarlet & Violet,SV08: Surging Sparks,SSP,23651,589893,Cetitan - 054/191,Cetitan 054 191,054/191,Common,Water,180,Stage 1,Reverse Holofoil,0.1,0.01,0.15,0.5
Scarlet & Violet,SV08: Surging Sparks,SSP,23651,589969,Iron Bundle,Iron Bundle,055/191,Uncommon,Water,100,Basic,Normal,0.08,0.01,0.13,0.5
Scarlet & Violet,SV08: Surging Sparks,SSP,23651,589969,Iron Bundle,Iron Bundle,055/191,Uncommon,Water,100,Basic,Reverse Holofoil,0.25,0.07,0.25,0.5
Scarlet & Violet,SV08: Surging Sparks,SSP,23651,589898,Chien-Pao,Chien Pao,056/191,Rare,Water,120,Basic,Holofoil,0.17,0.01,0.2,0.5
Scarlet & Violet,SV08: Surging Sparks,SSP,23651,589898,Chien-Pao,Chien Pao,056/191,Rare,Water,120,Basic,Reverse Holofoil,0.33,0.03,0.3,0.5
Scarlet & Violet,SV08: Surging Sparks,SSP,23651,590025,Pikachu ex - 057/191,Pikachu ex 057 191,057/191,Double Rare,Lightning,200,Basic,Holofoil,4.86,1.5,4.99,5.5
Scarlet & Violet,SV08: Surging Sparks,SSP,23651,589992,Magnemite,Magnemite,058/191,Common,Lightning,60,Basic,Normal,0.04,0.01,0.12,0.5
Scarlet & Violet,SV08: Surging Sparks,SSP,23651,589992,Magnemite,Magnemite,058/191,Common,Lightning,60,Basic,Reverse Holofoil,0.16,0.01,0.2,0.5
Scarlet & Violet,SV08: Surging Sparks,SSP,23651,589993,Magneton,Magneton,059/191,Uncommon,Lightning,100,Stage 1,Normal,0.1,0.01,0.15,0.5
Scarlet & Violet,SV08: Surging Sparks,SSP,23651,589993,Magneton,Magneton,059/191,Uncommon,Lightning,100,Stage 1,Reverse Holofoil,0.25,0.04,0.26,0.5
Scarlet & Violet,SV08: Surging Sparks,SSP,23651,589994,Magnezone,Magnezone,060/191,Uncommon,Lightning,170,Stage 2,Normal,0.02,0.01,0.12,0.5
Scarlet & Violet,SV08: Surging Sparks,SSP,23651,589994,Magnezone,Magnezone,060/191,Uncommon,Lightning,170,Stage 2,Reverse Holofoil,0.23,0.01,0.25,0.5
Scarlet & Violet,SV08: Surging Sparks,SSP,23651,590036,Rotom,Rotom,061/191,Common,Lightning,80,Basic,Normal,0.05,0.01,0.11,0.5
Scarlet & Violet,SV08: Surging Sparks,SSP,23651,590036,Rotom,Rotom,061/191,Common,Lightning,80,Basic,Reverse Holofoil,0.14,0.01,0.18,0.5
Scarlet & Violet,SV08: Surging Sparks,SSP,23651,589876,Blitzle,Blitzle,062/191,Common,Lightning,70,Basic,Normal,0.03,0.01,0.1,0.5
Scarlet & Violet,SV08: Surging Sparks,SSP,23651,589876,Blitzle,Blitzle,062/191,Common,Lightning,70,Basic,Reverse Holofoil,0.16,0.02,0.18,0.5
Scarlet & Violet,SV08: Surging Sparks,SSP,23651,590100,Zebstrika,Zebstrika,063/191,Common,Lightning,130,Stage 1,Normal,0.06,0.01,0.12,0.5
Scarlet & Violet,SV08: Surging Sparks,SSP,23651,590100,Zebstrika,Zebstrika,063/191,Common,Lightning,130,Stage 1,Reverse Holofoil,0.11,0.01,0.15,0.5
Scarlet & Violet,SV08: Surging Sparks,SSP,23651,590064,Stunfisk - 064/191,Stunfisk 064 191,064/191,Common,Lightning,110,Basic,Normal,0.06,0.01,0.13,0.5
Scarlet & Violet,SV08: Surging Sparks,SSP,23651,590064,Stunfisk - 064/191,Stunfisk 064 191,064/191,Common,Lightning,110,Basic,Reverse Holofoil,0.08,0.01,0.15,0.5
Scarlet & Violet,SV08: Surging Sparks,SSP,23651,590071,Tapu Koko,Tapu Koko,065/191,Rare,Lightning,120,Basic,Holofoil,0.06,0.01,0.15,0.5
Scarlet & Violet,SV08: Surging Sparks,SSP,23651,590071,Tapu Koko,Tapu Koko,065/191,Rare,Lightning,120,Basic,Reverse Holofoil,0.21,0.05,0.25,0.5
Scarlet & Violet,SV08: Surging Sparks,SSP,23651,590094,Wattrel,Wattrel,066/191,Common,Lightning,60,Basic,Normal,0.06,0.01,0.1,0.5
Scarlet & Violet,SV08: Surging Sparks,SSP,23651,590094,Wattrel,Wattrel,066/191,Common,Lightning,60,Basic,Reverse Holofoil,0.14,0.01,0.17,0.5
Scarlet & Violet,SV08: Surging Sparks,SSP,23651,589976,Kilowattrel,Kilowattrel,067/191,Uncommon,Lightning,120,Stage 1,Normal,0.06,0.01,0.1,0.5
Scarlet & Violet,SV08: Surging Sparks,SSP,23651,589976,Kilowattrel,Kilowattrel,067/191,Uncommon,Lightning,120,Stage 1,Reverse Holofoil,0.22,0.01,0.23,0.5
Scarlet & Violet,SV08: Surging Sparks,SSP,23651,589977,Kilowattrel ex,Kilowattrel ex,068/191,Double Rare,Lightning,260,Stage 1,Holofoil,0.61,0.18,0.78,1.0
Scarlet & Violet,SV08: Surging Sparks,SSP,23651,590008,Miraidon,Miraidon,069/191,Uncommon,Lightning,120,Basic,Normal,0.08,0.01,0.14,0.5
Scarlet & Violet,SV08: Surging Sparks,SSP,23651,590008,Miraidon,Miraidon,069/191,Uncommon,Lightning,120,Basic,Reverse Holofoil,0.23,0.05,0.25,0.5
Scarlet & Violet,SV08: Surging Sparks,SSP,23651,590079,Togepi,Togepi,070/191,Common,Psychic,50,Basic,Normal,0.12,0.01,0.15,0.5
Scarlet & Violet,SV08: Surging Sparks,SSP,23651,590079,Togepi,Togepi,070/191,Common,Psychic,50,Basic,Reverse Holofoil,0.2,0.01,0.24,0.5
Scarlet & Violet,SV08: Surging Sparks,SSP,23651,590080,Togetic,Togetic,071/191,Common,Psychic,90,Stage 1,Normal,0.1,0.01,0.15,0.5
Scarlet & Violet,SV08: Surging Sparks,SSP,23651,590080,Togetic,Togetic,071/191,Common,Psychic,90,Stage 1,Reverse Holofoil,0.16,0.01,0.2,0.5
Scarlet & Violet,SV08: Surging Sparks,SSP,23651,590078,Togekiss,Togekiss,072/191,Rare,Psychic,140,Stage 2,Holofoil,0.21,0.01,0.21,0.5
Scarlet & Violet,SV08: Surging Sparks,SSP,23651,590078,Togekiss,Togekiss,072/191,Rare,Psychic,140,Stage 2,Reverse Holofoil,0.34,0.03,0.31,0.5
Scarlet & Violet,SV08: Surging Sparks,SSP,23651,589997,Marill,Marill,073/191,Common,Psychic,60,Basic,Normal,0.07,0.01,0.14,0.5
Scarlet & Violet,SV08: Surging Sparks,SSP,23651,589997,Marill,Marill,073/191,Common,Psychic,60,Basic,Reverse Holofoil,0.16,0.02,0.2,0.5
Scarlet & Violet,SV08: Surging Sparks,SSP,23651,589872,Azumarill,Azumarill,074/191,Uncommon,Psychic,120,Stage 1,Normal,0.08,0.01,0.15,0.5
Scarlet & Violet,SV08: Surging Sparks,SSP,23651,589872,Azumarill,Azumarill,074/191,Uncommon,Psychic,120,Stage 1,Reverse Holofoil,0.27,0.07,0.26,0.5
Scarlet & Violet,SV08: Surging Sparks,SSP,23651,590059,Smoochum,Smoochum,075/191,Common,Psychic,30,Basic,Normal,0.27,0.01,0.24,0.5
Scarlet & Violet,SV08: Surging Sparks,SSP,23651,590059,Smoochum,Smoochum,075/191,Common,Psychic,30,Basic,Reverse Holofoil,0.31,0.07,0.34,0.5
Scarlet & Violet,SV08: Surging Sparks,SSP,23651,589983,Latias ex - 076/191,Latias ex 076 191,076/191,Double Rare,Psychic,210,Basic,Holofoil,5.48,3.65,5.24,6.5
Scarlet & Violet,SV08: Surging Sparks,SSP,23651,589986,Latios - 077/191,Latios 077 191,077/191,Uncommon,Psychic,120,Basic,Normal,0.06,0.01,0.15,0.5
Scarlet & Violet,SV08: Surging Sparks,SSP,23651,589986,Latios - 077/191,Latios 077 191,077/191,Uncommon,Psychic,120,Basic,Reverse Holofoil,0.18,0.05,0.24,0.5
Scarlet & Violet,SV08: Surging Sparks,SSP,23651,590084,Uxie,Uxie,078/191,Common,Psychic,70,Basic,Normal,0.16,0.01,0.19,0.5
Scarlet & Violet,SV08: Surging Sparks,SSP,23651,590084,Uxie,Uxie,078/191,Common,Psychic,70,Basic,Reverse Holofoil,0.32,0.01,0.31,0.5
Scarlet & Violet,SV08: Surging Sparks,SSP,23651,590002,Mesprit - 079/191,Mesprit 079 191,079/191,Common,Psychic,70,Basic,Normal,0.1,0.01,0.15,0.5
Scarlet & Violet,SV08: Surging Sparks,SSP,23651,590002,Mesprit - 079/191,Mesprit 079 191,079/191,Common,Psychic,70,Basic,Reverse Holofoil,0.2,0.09,0.25,0.5
Scarlet & Violet,SV08: Surging Sparks,SSP,23651,589871,Azelf,Azelf,080/191,Common,Psychic,70,Basic,Normal,0.11,0.01,0.15,0.5
Scarlet & Violet,SV08: Surging Sparks,SSP,23651,589871,Azelf,Azelf,080/191,Common,Psychic,70,Basic,Reverse Holofoil,0.25,0.07,0.26,0.5
Scarlet & Violet,SV08: Surging Sparks,SSP,23651,590048,Sigilyph,Sigilyph,081/191,Common,Psychic,110,Basic,Normal,0.07,0.01,0.12,0.5
Scarlet & Violet,SV08: Surging Sparks,SSP,23651,590048,Sigilyph,Sigilyph,081/191,Common,Psychic,110,Basic,Reverse Holofoil,0.25,0.05,0.25,0.5
Scarlet & Violet,SV08: Surging Sparks,SSP,23651,590097,Yamask,Yamask,082/191,Common,Psychic,70,Basic,Normal,0.06,0.01,0.11,0.5
Scarlet & Violet,SV08: Surging Sparks,SSP,23651,590097,Yamask,Yamask,082/191,Common,Psychic,70,Basic,Reverse Holofoil,0.16,0.01,0.18,0.5
Scarlet & Violet,SV08: Surging Sparks,SSP,23651,589905,Cofagrigus,Cofagrigus,083/191,Rare,Psychic,120,Stage 1,Holofoil,0.1,0.01,0.16,0.5
Scarlet & Violet,SV08: Surging Sparks,SSP,23651,589905,Cofagrigus,Cofagrigus,083/191,Rare,Psychic,120,Stage 1,Reverse Holofoil,0.27,0.03,0.27,0.5
Scarlet & Violet,SV08: Surging Sparks,SSP,23651,589936,Espurr,Espurr,084/191,Common,Psychic,60,Basic,Normal,0.14,0.01,0.15,0.5
Scarlet & Violet,SV08: Surging Sparks,SSP,23651,589936,Espurr,Espurr,084/191,Common,Psychic,60,Basic,Reverse Holofoil,0.22,0.02,0.24,0.5
